10-digit PSGC,Name,Correspondence Code,Geographic Level,Population,Region_Code,Province_Code,CityMunicipality_Code,Barangay_Code,PSGC_Code,Char Length,Full_Province_Code,Full_CityMunicipality_Code,Geographic_Level
1300000000,National Capital Region (NCR),130000000,Reg,13484462,13,000,00,000,1300000000,10,13000,1300000,1
1380100000,City of Caloocan,137501000,City,1661584,13,010,00,000,1301000000,10,13010,1301000,3
1380100001,Barangay 1,137501001,Bgy,2319,13,010,00,001,1301000001,10,13010,1301000,5
1380100002,Barangay 2,137501002,Bgy,5156,13,010,00,002,1301000002,10,13010,1301000,5
1380100003,Barangay 3,137501003,Bgy,2497,13,010,00,003,1301000003,10,13010,1301000,5
1380100004,Barangay 4,137501004,Bgy,2875,13,010,00,004,1301000004,10,13010,1301000,5
1380100005,Barangay 5,137501005,Bgy,3083,13,010,00,005,1301000005,10,13010,1301000,5
1380100006,Barangay 6,137501006,Bgy,1190,13,010,00,006,1301000006,10,13010,1301000,5
1380100007,Barangay 7,137501007,Bgy,2608,13,010,00,007,1301000007,10,13010,1301000,5
1380100008,Barangay 8,137501008,Bgy,23399,13,010,00,008,1301000008,10,13010,1301000,5
1380100009,Barangay 9,137501009,Bgy,1866,13,010,00,009,1301000009,10,13010,1301000,5
1380100010,Barangay 10,137501010,Bgy,1485,13,010,00,010,1301000010,10,13010,1301000,5
1380100011,Barangay 11,137501011,Bgy,1230,13,010,00,011,1301000011,10,13010,1301000,5
1380100012,Barangay 12,137501012,Bgy,34309,13,010,00,012,1301000012,10,13010,1301000,5
1380100013,Barangay 13,137501013,Bgy,1074,13,010,00,013,1301000013,10,13010,1301000,5
1380100014,Barangay 14,137501014,Bgy,21906,13,010,00,014,1301000014,10,13010,1301000,5
1380100015,Barangay 15,137501015,Bgy,1424,13,010,00,015,1301000015,10,13010,1301000,5
1380100016,Barangay 16,137501016,Bgy,3550,13,010,00,016,1301000016,10,13010,1301000,5
1380100017,Barangay 17,137501017,Bgy,3419,13,010,00,017,1301000017,10,13010,1301000,5
1380100018,Barangay 18,137501018,Bgy,10932,13,010,00,018,1301000018,10,13010,1301000,5
1380100019,Barangay 19,137501019,Bgy,3655,13,010,00,019,1301000019,10,13010,1301000,5
1380100020,Barangay 20,137501020,Bgy,7892,13,010,00,020,1301000020,10,13010,1301000,5
1380100021,Barangay 21,137501021,Bgy,2787,13,010,00,021,1301000021,10,13010,1301000,5
1380100022,Barangay 22,137501022,Bgy,5653,13,010,00,022,1301000022,10,13010,1301000,5
1380100023,Barangay 23,137501023,Bgy,2736,13,010,00,023,1301000023,10,13010,1301000,5
1380100024,Barangay 24,137501024,Bgy,2498,13,010,00,024,1301000024,10,13010,1301000,5
1380100025,Barangay 25,137501025,Bgy,1611,13,010,00,025,1301000025,10,13010,1301000,5
1380100026,Barangay 26,137501026,Bgy,3734,13,010,00,026,1301000026,10,13010,1301000,5
1380100027,Barangay 27,137501027,Bgy,4121,13,010,00,027,1301000027,10,13010,1301000,5
1380100028,Barangay 28,137501028,Bgy,33091,13,010,00,028,1301000028,10,13010,1301000,5
1380100029,Barangay 29,137501029,Bgy,1603,13,010,00,029,1301000029,10,13010,1301000,5
1380100030,Barangay 30,137501030,Bgy,3498,13,010,00,030,1301000030,10,13010,1301000,5
1380100031,Barangay 31,137501031,Bgy,3666,13,010,00,031,1301000031,10,13010,1301000,5
1380100032,Barangay 32,137501032,Bgy,2864,13,010,00,032,1301000032,10,13010,1301000,5
1380100033,Barangay 33,137501033,Bgy,5464,13,010,00,033,1301000033,10,13010,1301000,5
1380100034,Barangay 34,137501034,Bgy,6445,13,010,00,034,1301000034,10,13010,1301000,5
1380100035,Barangay 35,137501035,Bgy,23173,13,010,00,035,1301000035,10,13010,1301000,5
1380100036,Barangay 36,137501036,Bgy,4115,13,010,00,036,1301000036,10,13010,1301000,5
1380100037,Barangay 37,137501037,Bgy,2845,13,010,00,037,1301000037,10,13010,1301000,5
1380100038,Barangay 38,137501038,Bgy,3854,13,010,00,038,1301000038,10,13010,1301000,5
1380100039,Barangay 39,137501039,Bgy,891,13,010,00,039,1301000039,10,13010,1301000,5
1380100040,Barangay 40,137501040,Bgy,963,13,010,00,040,1301000040,10,13010,1301000,5
1380100041,Barangay 41,137501041,Bgy,903,13,010,00,041,1301000041,10,13010,1301000,5
1380100042,Barangay 42,137501042,Bgy,715,13,010,00,042,1301000042,10,13010,1301000,5
1380100043,Barangay 43,137501043,Bgy,3521,13,010,00,043,1301000043,10,13010,1301000,5
1380100044,Barangay 44,137501044,Bgy,529,13,010,00,044,1301000044,10,13010,1301000,5
1380100045,Barangay 45,137501045,Bgy,311,13,010,00,045,1301000045,10,13010,1301000,5
1380100046,Barangay 46,137501046,Bgy,1454,13,010,00,046,1301000046,10,13010,1301000,5
1380100047,Barangay 47,137501047,Bgy,559,13,010,00,047,1301000047,10,13010,1301000,5
1380100048,Barangay 48,137501048,Bgy,606,13,010,00,048,1301000048,10,13010,1301000,5
1380100049,Barangay 49,137501049,Bgy,4095,13,010,00,049,1301000049,10,13010,1301000,5
1380100050,Barangay 50,137501050,Bgy,1005,13,010,00,050,1301000050,10,13010,1301000,5
1380100051,Barangay 51,137501051,Bgy,765,13,010,00,051,1301000051,10,13010,1301000,5
1380100052,Barangay 52,137501052,Bgy,1279,13,010,00,052,1301000052,10,13010,1301000,5
1380100053,Barangay 53,137501053,Bgy,876,13,010,00,053,1301000053,10,13010,1301000,5
1380100054,Barangay 54,137501054,Bgy,572,13,010,00,054,1301000054,10,13010,1301000,5
1380100055,Barangay 55,137501055,Bgy,1442,13,010,00,055,1301000055,10,13010,1301000,5
1380100056,Barangay 56,137501056,Bgy,2464,13,010,00,056,1301000056,10,13010,1301000,5
1380100057,Barangay 57,137501057,Bgy,756,13,010,00,057,1301000057,10,13010,1301000,5
1380100058,Barangay 58,137501058,Bgy,493,13,010,00,058,1301000058,10,13010,1301000,5
1380100059,Barangay 59,137501059,Bgy,3808,13,010,00,059,1301000059,10,13010,1301000,5
1380100060,Barangay 60,137501060,Bgy,1792,13,010,00,060,1301000060,10,13010,1301000,5
1380100061,Barangay 61,137501061,Bgy,996,13,010,00,061,1301000061,10,13010,1301000,5
1380100062,Barangay 62,137501062,Bgy,244,13,010,00,062,1301000062,10,13010,1301000,5
1380100063,Barangay 63,137501063,Bgy,2988,13,010,00,063,1301000063,10,13010,1301000,5
1380100064,Barangay 64,137501064,Bgy,1550,13,010,00,064,1301000064,10,13010,1301000,5
1380100065,Barangay 65,137501065,Bgy,1300,13,010,00,065,1301000065,10,13010,1301000,5
1380100066,Barangay 66,137501066,Bgy,2206,13,010,00,066,1301000066,10,13010,1301000,5
1380100067,Barangay 67,137501067,Bgy,2320,13,010,00,067,1301000067,10,13010,1301000,5
1380100068,Barangay 68,137501068,Bgy,1106,13,010,00,068,1301000068,10,13010,1301000,5
1380100069,Barangay 69,137501069,Bgy,3173,13,010,00,069,1301000069,10,13010,1301000,5
1380100070,Barangay 70,137501070,Bgy,4411,13,010,00,070,1301000070,10,13010,1301000,5
1380100071,Barangay 71,137501071,Bgy,777,13,010,00,071,1301000071,10,13010,1301000,5
1380100072,Barangay 72,137501072,Bgy,46,13,010,00,072,1301000072,10,13010,1301000,5
1380100073,Barangay 73,137501073,Bgy,17649,13,010,00,073,1301000073,10,13010,1301000,5
1380100074,Barangay 74,137501074,Bgy,3864,13,010,00,074,1301000074,10,13010,1301000,5
1380100075,Barangay 75,137501075,Bgy,2207,13,010,00,075,1301000075,10,13010,1301000,5
1380100076,Barangay 76,137501076,Bgy,2,13,010,00,076,1301000076,10,13010,1301000,5
1380100077,Barangay 77,137501077,Bgy,822,13,010,00,077,1301000077,10,13010,1301000,5
1380100078,Barangay 78,137501078,Bgy,1818,13,010,00,078,1301000078,10,13010,1301000,5
1380100079,Barangay 79,137501079,Bgy,631,13,010,00,079,1301000079,10,13010,1301000,5
1380100080,Barangay 80,137501080,Bgy,1904,13,010,00,080,1301000080,10,13010,1301000,5
1380100081,Barangay 81,137501081,Bgy,1894,13,010,00,081,1301000081,10,13010,1301000,5
1380100082,Barangay 82,137501082,Bgy,1758,13,010,00,082,1301000082,10,13010,1301000,5
1380100083,Barangay 83,137501083,Bgy,1251,13,010,00,083,1301000083,10,13010,1301000,5
1380100084,Barangay 84,137501084,Bgy,1257,13,010,00,084,1301000084,10,13010,1301000,5
1380100085,Barangay 85,137501085,Bgy,989,13,010,00,085,1301000085,10,13010,1301000,5
1380100086,Barangay 86,137501086,Bgy,1109,13,010,00,086,1301000086,10,13010,1301000,5
1380100087,Barangay 87,137501087,Bgy,1385,13,010,00,087,1301000087,10,13010,1301000,5
1380100088,Barangay 88,137501088,Bgy,2202,13,010,00,088,1301000088,10,13010,1301000,5
1380100089,Barangay 89,137501089,Bgy,1057,13,010,00,089,1301000089,10,13010,1301000,5
1380100090,Barangay 90,137501090,Bgy,1518,13,010,00,090,1301000090,10,13010,1301000,5
1380100091,Barangay 91,137501091,Bgy,610,13,010,00,091,1301000091,10,13010,1301000,5
1380100092,Barangay 92,137501092,Bgy,620,13,010,00,092,1301000092,10,13010,1301000,5
1380100093,Barangay 93,137501093,Bgy,3267,13,010,00,093,1301000093,10,13010,1301000,5
1380100094,Barangay 94,137501094,Bgy,776,13,010,00,094,1301000094,10,13010,1301000,5
1380100095,Barangay 95,137501095,Bgy,2242,13,010,00,095,1301000095,10,13010,1301000,5
1380100096,Barangay 96,137501096,Bgy,1366,13,010,00,096,1301000096,10,13010,1301000,5
1380100097,Barangay 97,137501097,Bgy,1537,13,010,00,097,1301000097,10,13010,1301000,5
1380100098,Barangay 98,137501098,Bgy,1761,13,010,00,098,1301000098,10,13010,1301000,5
1380100099,Barangay 99,137501099,Bgy,677,13,010,00,099,1301000099,10,13010,1301000,5
1380100100,Barangay 100,137501100,Bgy,983,13,010,00,000,1301000000,10,13010,1301000,5
1380100101,Barangay 101,137501101,Bgy,2517,13,010,00,001,1301000001,10,13010,1301000,5
1380100102,Barangay 102,137501102,Bgy,1033,13,010,00,002,1301000002,10,13010,1301000,5
1380100103,Barangay 103,137501103,Bgy,175,13,010,00,003,1301000003,10,13010,1301000,5
1380100104,Barangay 104,137501104,Bgy,899,13,010,00,004,1301000004,10,13010,1301000,5
1380100105,Barangay 105,137501105,Bgy,2216,13,010,00,005,1301000005,10,13010,1301000,5
1380100106,Barangay 106,137501106,Bgy,358,13,010,00,006,1301000006,10,13010,1301000,5
1380100107,Barangay 107,137501107,Bgy,709,13,010,00,007,1301000007,10,13010,1301000,5
1380100108,Barangay 108,137501108,Bgy,668,13,010,00,008,1301000008,10,13010,1301000,5
1380100109,Barangay 109,137501109,Bgy,743,13,010,00,009,1301000009,10,13010,1301000,5
1380100110,Barangay 110,137501110,Bgy,435,13,010,00,010,1301000010,10,13010,1301000,5
1380100111,Barangay 111,137501111,Bgy,1472,13,010,00,011,1301000011,10,13010,1301000,5
1380100112,Barangay 112,137501112,Bgy,1133,13,010,00,012,1301000012,10,13010,1301000,5
1380100113,Barangay 113,137501113,Bgy,228,13,010,00,013,1301000013,10,13010,1301000,5
1380100114,Barangay 114,137501114,Bgy,988,13,010,00,014,1301000014,10,13010,1301000,5
1380100115,Barangay 115,137501115,Bgy,1051,13,010,00,015,1301000015,10,13010,1301000,5
1380100116,Barangay 116,137501116,Bgy,1018,13,010,00,016,1301000016,10,13010,1301000,5
1380100117,Barangay 117,137501117,Bgy,1751,13,010,00,017,1301000017,10,13010,1301000,5
1380100118,Barangay 118,137501118,Bgy,5836,13,010,00,018,1301000018,10,13010,1301000,5
1380100119,Barangay 119,137501119,Bgy,857,13,010,00,019,1301000019,10,13010,1301000,5
1380100120,Barangay 120,137501120,Bgy,8269,13,010,00,020,1301000020,10,13010,1301000,5
1380100121,Barangay 121,137501121,Bgy,271,13,010,00,021,1301000021,10,13010,1301000,5
1380100122,Barangay 122,137501122,Bgy,2249,13,010,00,022,1301000022,10,13010,1301000,5
1380100123,Barangay 123,137501123,Bgy,710,13,010,00,023,1301000023,10,13010,1301000,5
1380100124,Barangay 124,137501124,Bgy,387,13,010,00,024,1301000024,10,13010,1301000,5
1380100125,Barangay 125,137501125,Bgy,1293,13,010,00,025,1301000025,10,13010,1301000,5
1380100126,Barangay 126,137501126,Bgy,1194,13,010,00,026,1301000026,10,13010,1301000,5
1380100127,Barangay 127,137501127,Bgy,2380,13,010,00,027,1301000027,10,13010,1301000,5
1380100128,Barangay 128,137501128,Bgy,2050,13,010,00,028,1301000028,10,13010,1301000,5
1380100129,Barangay 129,137501129,Bgy,1558,13,010,00,029,1301000029,10,13010,1301000,5
1380100130,Barangay 130,137501130,Bgy,2527,13,010,00,030,1301000030,10,13010,1301000,5
1380100131,Barangay 131,137501131,Bgy,2187,13,010,00,031,1301000031,10,13010,1301000,5
1380100132,Barangay 132,137501132,Bgy,7961,13,010,00,032,1301000032,10,13010,1301000,5
1380100133,Barangay 133,137501133,Bgy,5587,13,010,00,033,1301000033,10,13010,1301000,5
1380100134,Barangay 134,137501134,Bgy,982,13,010,00,034,1301000034,10,13010,1301000,5
1380100135,Barangay 135,137501135,Bgy,627,13,010,00,035,1301000035,10,13010,1301000,5
1380100136,Barangay 136,137501136,Bgy,399,13,010,00,036,1301000036,10,13010,1301000,5
1380100137,Barangay 137,137501137,Bgy,934,13,010,00,037,1301000037,10,13010,1301000,5
1380100138,Barangay 138,137501138,Bgy,1429,13,010,00,038,1301000038,10,13010,1301000,5
1380100139,Barangay 139,137501139,Bgy,3505,13,010,00,039,1301000039,10,13010,1301000,5
1380100140,Barangay 140,137501140,Bgy,797,13,010,00,040,1301000040,10,13010,1301000,5
1380100141,Barangay 141,137501141,Bgy,3253,13,010,00,041,1301000041,10,13010,1301000,5
1380100142,Barangay 142,137501142,Bgy,3889,13,010,00,042,1301000042,10,13010,1301000,5
1380100143,Barangay 143,137501143,Bgy,3434,13,010,00,043,1301000043,10,13010,1301000,5
1380100144,Barangay 144,137501144,Bgy,4533,13,010,00,044,1301000044,10,13010,1301000,5
1380100145,Barangay 145,137501145,Bgy,4705,13,010,00,045,1301000045,10,13010,1301000,5
1380100146,Barangay 146,137501146,Bgy,3180,13,010,00,046,1301000046,10,13010,1301000,5
1380100147,Barangay 147,137501147,Bgy,3687,13,010,00,047,1301000047,10,13010,1301000,5
1380100148,Barangay 148,137501148,Bgy,3704,13,010,00,048,1301000048,10,13010,1301000,5
1380100149,Barangay 149,137501149,Bgy,5255,13,010,00,049,1301000049,10,13010,1301000,5
1380100150,Barangay 150,137501150,Bgy,4439,13,010,00,050,1301000050,10,13010,1301000,5
1380100151,Barangay 151,137501151,Bgy,5177,13,010,00,051,1301000051,10,13010,1301000,5
1380100152,Barangay 152,137501152,Bgy,4236,13,010,00,052,1301000052,10,13010,1301000,5
1380100153,Barangay 153,137501153,Bgy,3706,13,010,00,053,1301000053,10,13010,1301000,5
1380100154,Barangay 154,137501154,Bgy,3958,13,010,00,054,1301000054,10,13010,1301000,5
1380100155,Barangay 155,137501155,Bgy,3613,13,010,00,055,1301000055,10,13010,1301000,5
1380100156,Barangay 156,137501156,Bgy,6236,13,010,00,056,1301000056,10,13010,1301000,5
1380100157,Barangay 157,137501157,Bgy,3151,13,010,00,057,1301000057,10,13010,1301000,5
1380100158,Barangay 158,137501158,Bgy,2003,13,010,00,058,1301000058,10,13010,1301000,5
1380100159,Barangay 159,137501159,Bgy,5477,13,010,00,059,1301000059,10,13010,1301000,5
1380100160,Barangay 160,137501160,Bgy,16828,13,010,00,060,1301000060,10,13010,1301000,5
1380100161,Barangay 161,137501161,Bgy,9718,13,010,00,061,1301000061,10,13010,1301000,5
1380100162,Barangay 162,137501162,Bgy,16103,13,010,00,062,1301000062,10,13010,1301000,5
1380100163,Barangay 163,137501163,Bgy,14491,13,010,00,063,1301000063,10,13010,1301000,5
1380100164,Barangay 164,137501164,Bgy,19471,13,010,00,064,1301000064,10,13010,1301000,5
1380100165,Barangay 165,137501165,Bgy,26622,13,010,00,065,1301000065,10,13010,1301000,5
1380100166,Barangay 166,137501166,Bgy,20985,13,010,00,066,1301000066,10,13010,1301000,5
1380100167,Barangay 167,137501167,Bgy,57041,13,010,00,067,1301000067,10,13010,1301000,5
1380100168,Barangay 168,137501168,Bgy,35729,13,010,00,068,1301000068,10,13010,1301000,5
1380100169,Barangay 169,137501169,Bgy,4887,13,010,00,069,1301000069,10,13010,1301000,5
1380100170,Barangay 170,137501170,Bgy,12901,13,010,00,070,1301000070,10,13010,1301000,5
1380100171,Barangay 171,137501171,Bgy,111713,13,010,00,071,1301000071,10,13010,1301000,5
1380100172,Barangay 172,137501172,Bgy,22829,13,010,00,072,1301000072,10,13010,1301000,5
1380100173,Barangay 173,137501173,Bgy,15165,13,010,00,073,1301000073,10,13010,1301000,5
1380100174,Barangay 174,137501174,Bgy,25000,13,010,00,074,1301000074,10,13010,1301000,5
1380100175,Barangay 175,137501175,Bgy,71726,13,010,00,075,1301000075,10,13010,1301000,5
1380100177,Barangay 177,137501177,Bgy,84159,13,010,00,077,1301000077,10,13010,1301000,5
1380100178,Barangay 178,137501178,Bgy,110224,13,010,00,078,1301000078,10,13010,1301000,5
1380100179,Barangay 179,137501179,Bgy,46828,13,010,00,079,1301000079,10,13010,1301000,5
1380100180,Barangay 180,137501180,Bgy,18802,13,010,00,080,1301000080,10,13010,1301000,5
1380100181,Barangay 181,137501181,Bgy,22269,13,010,00,081,1301000081,10,13010,1301000,5
1380100182,Barangay 182,137501182,Bgy,9269,13,010,00,082,1301000082,10,13010,1301000,5
1380100183,Barangay 183,137501183,Bgy,7354,13,010,00,083,1301000083,10,13010,1301000,5
1380100184,Barangay 184,137501184,Bgy,2919,13,010,00,084,1301000084,10,13010,1301000,5
1380100185,Barangay 185,137501185,Bgy,27169,13,010,00,085,1301000085,10,13010,1301000,5
1380100186,Barangay 186,137501186,Bgy,25346,13,010,00,086,1301000086,10,13010,1301000,5
1380100187,Barangay 187,137501187,Bgy,25046,13,010,00,087,1301000087,10,13010,1301000,5
1380100188,Barangay 188,137501188,Bgy,32543,13,010,00,088,1301000088,10,13010,1301000,5
1380100189,Barangay 176-A,,Bgy,261729,13,010,00,089,1301000089,10,13010,1301000,5
1380100190,Barangay 176-B,,Bgy, - ,13,010,00,090,1301000090,10,13010,1301000,5
1380100191,Barangay 176-C,,Bgy, - ,13,010,00,091,1301000091,10,13010,1301000,5
1380100192,Barangay 176-D,,Bgy, - ,13,010,00,092,1301000092,10,13010,1301000,5
1380100193,Barangay 176-E,,Bgy, - ,13,010,00,093,1301000093,10,13010,1301000,5
1380100194,Barangay 176-F,,Bgy, - ,13,010,00,094,1301000094,10,13010,1301000,5
1380200000,City of Las Pi�as,137601000,City,606293,13,020,00,000,1302000000,10,13020,1302000,3
1380200001,Almanza Uno,137601001,Bgy,36232,13,020,00,001,1302000001,10,13020,1302000,5
1380200002,Daniel Fajardo,137601002,Bgy,10629,13,020,00,002,1302000002,10,13020,1302000,5
1380200003,Elias Aldana,137601003,Bgy,10275,13,020,00,003,1302000003,10,13020,1302000,5
1380200004,Ilaya,137601004,Bgy,7103,13,020,00,004,1302000004,10,13020,1302000,5
1380200005,Manuyo Uno,137601005,Bgy,14794,13,020,00,005,1302000005,10,13020,1302000,5
1380200006,Pamplona Uno,137601006,Bgy,19085,13,020,00,006,1302000006,10,13020,1302000,5
1380200007,Pulang Lupa Uno,137601007,Bgy,38405,13,020,00,007,1302000007,10,13020,1302000,5
1380200008,Talon Uno,137601008,Bgy,42505,13,020,00,008,1302000008,10,13020,1302000,5
1380200009,Zapote,137601009,Bgy,20851,13,020,00,009,1302000009,10,13020,1302000,5
1380200010,Almanza Dos,137601010,Bgy,37432,13,020,00,010,1302000010,10,13020,1302000,5
1380200011,B. F. International Village,137601011,Bgy,81739,13,020,00,011,1302000011,10,13020,1302000,5
1380200012,Manuyo Dos,137601012,Bgy,44351,13,020,00,012,1302000012,10,13020,1302000,5
1380200013,Pamplona Dos,137601013,Bgy,9141,13,020,00,013,1302000013,10,13020,1302000,5
1380200014,Pamplona Tres,137601014,Bgy,35098,13,020,00,014,1302000014,10,13020,1302000,5
1380200015,Pilar,137601015,Bgy,29780,13,020,00,015,1302000015,10,13020,1302000,5
1380200016,Pulang Lupa Dos,137601016,Bgy,32485,13,020,00,016,1302000016,10,13020,1302000,5
1380200017,Talon Dos,137601017,Bgy,43978,13,020,00,017,1302000017,10,13020,1302000,5
1380200018,Talon Tres,137601018,Bgy,32963,13,020,00,018,1302000018,10,13020,1302000,5
1380200019,Talon Kuatro,137601019,Bgy,20763,13,020,00,019,1302000019,10,13020,1302000,5
1380200020,Talon Singko,137601020,Bgy,38684,13,020,00,020,1302000020,10,13020,1302000,5
1380300000,City of Makati,137602000,City,629616,13,030,00,000,1303000000,10,13030,1303000,3
1380300001,Bangkal,137602001,Bgy,17576,13,030,00,001,1303000001,10,13030,1303000,5
1380300002,Bel-Air,137602002,Bgy,36007,13,030,00,002,1303000002,10,13030,1303000,5
1380300005,Carmona,137602005,Bgy,2745,13,030,00,005,1303000005,10,13030,1303000,5
1380300006,Dasmari�as,137602006,Bgy,4160,13,030,00,006,1303000006,10,13030,1303000,5
1380300008,Forbes Park,137602008,Bgy,3715,13,030,00,008,1303000008,10,13030,1303000,5
1380300009,Guadalupe Nuevo,137602009,Bgy,20533,13,030,00,009,1303000009,10,13030,1303000,5
1380300010,Guadalupe Viejo,137602010,Bgy,12900,13,030,00,010,1303000010,10,13030,1303000,5
1380300011,Kasilawan,137602011,Bgy,4827,13,030,00,011,1303000011,10,13030,1303000,5
1380300012,La Paz,137602012,Bgy,6346,13,030,00,012,1303000012,10,13030,1303000,5
1380300013,Magallanes,137602013,Bgy,5267,13,030,00,013,1303000013,10,13030,1303000,5
1380300014,Olympia,137602014,Bgy,18654,13,030,00,014,1303000014,10,13030,1303000,5
1380300015,Palanan,137602015,Bgy,11623,13,030,00,015,1303000015,10,13030,1303000,5
1380300017,Pinagkaisahan,137602017,Bgy,4710,13,030,00,017,1303000017,10,13030,1303000,5
1380300018,Pio Del Pilar,137602018,Bgy,50722,13,030,00,018,1303000018,10,13030,1303000,5
1380300020,Poblacion,137602020,Bgy,16706,13,030,00,020,1303000020,10,13030,1303000,5
1380300023,San Antonio,137602023,Bgy,17494,13,030,00,023,1303000023,10,13030,1303000,5
1380300024,San Isidro,137602024,Bgy,6098,13,030,00,024,1303000024,10,13030,1303000,5
1380300025,San Lorenzo,137602025,Bgy,14054,13,030,00,025,1303000025,10,13030,1303000,5
1380300026,Santa Cruz,137602026,Bgy,6333,13,030,00,026,1303000026,10,13030,1303000,5
1380300027,Singkamas,137602027,Bgy,7218,13,030,00,027,1303000027,10,13030,1303000,5
1380300029,Tejeros,137602029,Bgy,15122,13,030,00,029,1303000029,10,13030,1303000,5
1380300030,Urdaneta,137602030,Bgy,4563,13,030,00,030,1303000030,10,13030,1303000,5
1380300031,Valenzuela,137602031,Bgy,5370,13,030,00,031,1303000031,10,13030,1303000,5
1380400000,City of Malabon,137502000,City,380522,13,040,00,000,1304000000,10,13040,1304000,3
1380400001,Acacia,137502001,Bgy,4959,13,040,00,001,1304000001,10,13040,1304000,5
1380400002,Baritan,137502002,Bgy,12148,13,040,00,002,1304000002,10,13040,1304000,5
1380400003,Bayan-bayanan,137502003,Bgy,6705,13,040,00,003,1304000003,10,13040,1304000,5
1380400004,Catmon,137502004,Bgy,44868,13,040,00,004,1304000004,10,13040,1304000,5
1380400005,Concepcion,137502005,Bgy,12704,13,040,00,005,1304000005,10,13040,1304000,5
1380400006,Dampalit,137502006,Bgy,13514,13,040,00,006,1304000006,10,13040,1304000,5
1380400007,Flores,137502007,Bgy,3830,13,040,00,007,1304000007,10,13040,1304000,5
1380400008,Hulong Duhat,137502008,Bgy,11892,13,040,00,008,1304000008,10,13040,1304000,5
1380400009,Ibaba,137502009,Bgy,8041,13,040,00,009,1304000009,10,13040,1304000,5
1380400010,Longos,137502010,Bgy,55424,13,040,00,010,1304000010,10,13040,1304000,5
1380400011,Maysilo,137502011,Bgy,10445,13,040,00,011,1304000011,10,13040,1304000,5
1380400012,Muzon,137502012,Bgy,5908,13,040,00,012,1304000012,10,13040,1304000,5
1380400013,Niugan,137502013,Bgy,7192,13,040,00,013,1304000013,10,13040,1304000,5
1380400014,Panghulo,137502014,Bgy,17746,13,040,00,014,1304000014,10,13040,1304000,5
1380400015,Potrero,137502015,Bgy,42311,13,040,00,015,1304000015,10,13040,1304000,5
1380400016,San Agustin,137502016,Bgy,10804,13,040,00,016,1304000016,10,13040,1304000,5
1380400017,Santolan,137502017,Bgy,13461,13,040,00,017,1304000017,10,13040,1304000,5
1380400018,Ta�ong ,137502018,Bgy,14461,13,040,00,018,1304000018,10,13040,1304000,5
1380400019,Tinajeros,137502019,Bgy,18411,13,040,00,019,1304000019,10,13040,1304000,5
1380400020,Tonsuya,137502020,Bgy,40172,13,040,00,020,1304000020,10,13040,1304000,5
1380400021,Tugatog,137502021,Bgy,25526,13,040,00,021,1304000021,10,13040,1304000,5
1380500000,City of Mandaluyong,137401000,City,425758,13,050,00,000,1305000000,10,13050,1305000,3
1380500001,Addition Hills,137401001,Bgy,108896,13,050,00,001,1305000001,10,13050,1305000,5
1380500002,Bagong Silang,137401002,Bgy,4939,13,050,00,002,1305000002,10,13050,1305000,5
1380500003,Barangka Drive,137401003,Bgy,15474,13,050,00,003,1305000003,10,13050,1305000,5
1380500004,Barangka Ibaba,137401004,Bgy,9040,13,050,00,004,1305000004,10,13050,1305000,5
1380500005,Barangka Ilaya,137401005,Bgy,22334,13,050,00,005,1305000005,10,13050,1305000,5
1380500006,Barangka Itaas,137401006,Bgy,11242,13,050,00,006,1305000006,10,13050,1305000,5
1380500007,Burol,137401007,Bgy,2650,13,050,00,007,1305000007,10,13050,1305000,5
1380500008,Buayang Bato,137401008,Bgy,2913,13,050,00,008,1305000008,10,13050,1305000,5
1380500009,Daang Bakal,137401009,Bgy,4529,13,050,00,009,1305000009,10,13050,1305000,5
1380500010,Hagdang Bato Itaas,137401010,Bgy,10267,13,050,00,010,1305000010,10,13050,1305000,5
1380500011,Hagdang Bato Libis,137401011,Bgy,6715,13,050,00,011,1305000011,10,13050,1305000,5
1380500012,Harapin Ang Bukas,137401012,Bgy,4244,13,050,00,012,1305000012,10,13050,1305000,5
1380500013,Highway Hills,137401013,Bgy,43267,13,050,00,013,1305000013,10,13050,1305000,5
1380500014,Hulo,137401014,Bgy,31335,13,050,00,014,1305000014,10,13050,1305000,5
1380500015,Mabini-J. Rizal,137401015,Bgy,7882,13,050,00,015,1305000015,10,13050,1305000,5
1380500016,Malamig,137401016,Bgy,12054,13,050,00,016,1305000016,10,13050,1305000,5
1380500017,Mauway,137401017,Bgy,25800,13,050,00,017,1305000017,10,13050,1305000,5
1380500018,Namayan,137401018,Bgy,7670,13,050,00,018,1305000018,10,13050,1305000,5
1380500019,New Za�iga,137401019,Bgy,8444,13,050,00,019,1305000019,10,13050,1305000,5
1380500020,Old Za�iga,137401020,Bgy,6636,13,050,00,020,1305000020,10,13050,1305000,5
1380500021,Pag-asa,137401021,Bgy,4195,13,050,00,021,1305000021,10,13050,1305000,5
1380500022,Plainview,137401022,Bgy,29378,13,050,00,022,1305000022,10,13050,1305000,5
1380500023,Pleasant Hills,137401023,Bgy,6003,13,050,00,023,1305000023,10,13050,1305000,5
1380500024,Poblacion,137401024,Bgy,16333,13,050,00,024,1305000024,10,13050,1305000,5
1380500025,San Jose,137401025,Bgy,8483,13,050,00,025,1305000025,10,13050,1305000,5
1380500026,Vergara,137401026,Bgy,4357,13,050,00,026,1305000026,10,13050,1305000,5
1380500027,Wack-wack Greenhills,137401027,Bgy,10678,13,050,00,027,1305000027,10,13050,1305000,5
